Id,Date,TotalSteps,TotalDistancePerDay,LoggedActivitiesDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories
8877689391,2016-05-10,10733,8.15,0.00,1.35,0.46,6.28,0.00,18.00,11.00,224.00,1187,2832
1503960366,2016-05-11,12770,8.13,0.00,2.56,1.01,4.55,0.00,36.00,23.00,251.00,669,1783
1624580081,2016-05-11,3134,2.04,0.00,0.00,0.00,2.04,0.00,0.00,0.00,112.00,1328,1359
1644430081,2016-05-11,1329,0.97,0.00,0.00,0.00,0.95,0.01,0.00,0.00,49.00,713,1276
1844505072,2016-05-11,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1440,1347
1927972279,2016-05-11,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1440,2063
2022484408,2016-05-11,13272,9.32,0.00,4.18,1.15,3.99,0.00,58.00,25.00,224.00,1133,2544
2026352035,2016-05-11,8580,5.32,0.00,0.00,0.00,5.32,0.00,0.00,0.00,330.00,569,1698
2320127002,2016-05-11,6424,4.33,0.00,0.00,0.00,4.33,0.00,0.00,0.00,300.00,1140,1903
2873212765,2016-05-11,6440,4.33,0.00,0.00,0.00,4.32,0.01,0.00,0.00,319.00,1121,1826
3977333714,2016-05-11,746,0.50,0.00,0.37,0.00,0.13,0.00,4.00,0.00,9.00,13,52
4020332650,2016-05-11,3689,2.65,0.00,0.11,0.17,2.33,0.00,2.00,8.00,134.00,1296,2645
4319703577,2016-05-11,9129,6.13,0.00,0.20,0.74,5.18,0.00,3.00,18.00,311.00,574,2232
4388161847,2016-05-11,10201,7.84,0.00,0.53,0.79,6.53,0.00,8.00,18.00,256.00,858,2954
4445114986,2016-05-11,9105,6.11,0.00,2.25,1.00,2.86,0.00,34.00,22.00,232.00,622,2499
4558609924,2016-05-11,9108,6.02,0.00,0.26,1.82,3.94,0.00,4.00,31.00,324.00,1081,2131
4702921684,2016-05-11,9810,7.96,0.00,0.78,2.16,4.98,0.00,10.00,41.00,235.00,784,3069
5553957443,2016-05-11,4926,3.22,0.00,0.00,0.00,3.22,0.00,0.00,0.00,195.00,628,1693
5577150313,2016-05-11,4038,3.04,0.00,1.83,0.30,0.89,0.00,45.00,15.00,63.00,257,1665
6962181067,2016-05-11,6722,4.44,0.00,1.49,0.31,2.65,0.00,24.00,7.00,199.00,709,1855
7086361926,2016-05-11,9572,6.52,0.00,2.89,1.39,2.23,0.00,57.00,40.00,128.00,757,2735
8053475328,2016-05-11,12209,9.40,0.00,6.08,0.28,3.04,0.00,60.00,7.00,184.00,1189,2809
8378563200,2016-05-11,9143,7.25,2.09,1.39,0.59,5.27,0.00,72.00,10.00,184.00,763,3788
8583815059,2016-05-11,8701,6.79,0.00,0.37,3.24,3.17,0.00,5.00,71.00,177.00,1106,2804
8877689391,2016-05-11,21420,19.56,0.00,13.22,0.41,5.89,0.00,88.00,12.00,213.00,1127,3832
1503960366,2016-05-12,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1440,0
1624580081,2016-05-12,2971,1.93,0.00,0.00,0.00,1.92,0.01,0.00,0.00,107.00,890,1002
1844505072,2016-05-12,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,711,665
1927972279,2016-05-12,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,966,1383
2022484408,2016-05-12,9117,6.41,0.00,1.28,0.67,4.44,0.00,16.00,16.00,236.00,728,1853
2026352035,2016-05-12,8891,5.51,0.00,0.00,0.00,5.51,0.00,0.00,0.00,343.00,330,1364
2320127002,2016-05-12,2661,1.79,0.00,0.00,0.00,1.79,0.00,0.00,0.00,128.00,830,1125
2873212765,2016-05-12,7566,5.11,0.00,0.00,0.00,5.11,0.00,0.00,0.00,268.00,720,1431
4020332650,2016-05-12,590,0.42,0.00,0.00,0.00,0.41,0.00,0.00,0.00,21.00,721,1120
4319703577,2016-05-12,17,0.01,0.00,0.00,0.00,0.01,0.00,0.00,0.00,2.00,0,257
4388161847,2016-05-12,3369,2.59,0.00,0.00,0.00,2.59,0.00,0.00,0.00,108.00,825,1623
4445114986,2016-05-12,768,0.52,0.00,0.00,0.00,0.52,0.00,0.00,0.00,58.00,380,1212
4558609924,2016-05-12,6307,4.17,0.00,0.00,0.00,4.17,0.00,0.00,0.00,247.00,736,1452
4702921684,2016-05-12,2752,2.23,0.00,0.00,0.00,2.23,0.00,0.00,0.00,68.00,241,1240
5553957443,2016-05-12,3121,2.04,0.00,0.58,0.40,1.06,0.00,8.00,6.00,48.00,222,741
6962181067,2016-05-12,3587,2.37,0.00,0.00,0.25,2.11,0.00,0.00,8.00,105.00,127,928
7086361926,2016-05-12,3789,2.56,0.00,0.38,0.27,1.89,0.00,5.00,4.00,58.00,343,1199
8053475328,2016-05-12,4998,3.91,0.00,2.95,0.20,0.76,0.00,28.00,4.00,39.00,839,1505
8378563200,2016-05-12,4561,3.62,0.00,0.65,0.27,2.69,0.00,8.00,6.00,102.00,433,1976
8583815059,2016-05-12,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1440,0
8877689391,2016-05-12,8064,6.12,0.00,1.82,0.04,4.25,0.00,23.00,1.00,137.00,770,1849
